pattern word1 word2 polysemy invCL
dAA02 beteiligt_A unbeteiligt_A 1 0.126927105661
dAA02 betont_A unbetont_A 1 0.148207580461
dAA02 beträchtlich_A unbeträchtlich_A 1 0.15965877126
dAA02 bewacht_A unbewacht_A 0 0.241832758909
dAA02 bewaffnet_A unbewaffnet_A 1 0.162333149253
dAA02 bewältigt_A unbewältigt_A 0 0.476153363258
dAA02 beweglich_A unbeweglich_A 2 0.337610372061
dAA02 bewegt_A unbewegt_A 1 0.203537633021
dAA02 bewohnbar_A unbewohnbar_A 1 0.43612841027
dAA02 bewohnt_A unbewohnt_A 1 0.342759917443
dAA02 bewußt_A unbewußt_A 0 0.264408015463
dAA02 bezahlbar_A unbezahlbar_A 1 0.296634562139
dAA02 bezahlt_A unbezahlt_A 1 0.327608659053
dAA02 billig_A unbillig_A 2 0.093315420545
dAA02 blutig_A unblutig_A 2 0.135030054461
dAA02 botmäßig_A unbotmäßig_A 1 0.425170533362
dAA02 brauchbar_A unbrauchbar_A 1 0.336881772431
dAA02 bürokratisch_A unbürokratisch_A 1 0.236822681481
dAA02 bußfertig_A unbußfertig_A 0 0.130996481147
dAA02 christlich_A unchristlich_A 1 0.053636498231
dAA02 dankbar_A undankbar_A 2 0.165367574132
dAA02 datiert_A undatiert_A 0 0.245073502514
dAA02 demokratisch_A undemokratisch_A 1 0.0844461856415
dAA02 denkbar_A undenkbar_A 1 0.22395302708
dAA02 deutlich_A undeutlich_A 1 0.0568194642375
dAA02 dicht_A undicht_A 3 0.134495093321
dAA02 differenziert_A undifferenziert_A 1 0.122059283584
dAA02 diskutabel_A undiskutabel_A 1 0.125708037874
dAA02 diszipliniert_A undiszipliniert_A 1 0.238121330946
dAA02 duldsam_A unduldsam_A 0 0.26789682295
dAA02 durchführbar_A undurchführbar_A 1 0.278761919275
dAA02 durchlässig_A undurchlässig_A 1 0.249034951499
dAA02 durchschaubar_A undurchschaubar_A 1 0.343166895581
dAA02 durchsichtig_A undurchsichtig_A 2 0.34315783009
dAA02 eben_A uneben_A 3 0.0858694868007
dAA02 edel_A unedel_A 3 0.117286255285
dAA02 ehelich_A unehelich_A 2 0.32449917607
dAA02 ehrenhaft_A unehrenhaft_A 1 0.366672849676
dAA02 ehrlich_A unehrlich_A 2 0.0998208997329
dAA02 eigennützig_A uneigennützig_A 1 0.410214206757
dAA02 eigentlich_A uneigentlich_A 1 0.0371941972961
dAA02 eingeschränkt_A uneingeschränkt_A 2 0.468270640243
dAA02 eingeweiht_A uneingeweiht_A 1 0.138674798447
dAA02 einheitlich_A uneinheitlich_A 1 0.117217508562
dAA02 einig_A uneinig_A 1 0.129247814311
dAA02 einlösbar_A uneinlösbar_A 0 0.279702890656
dAA02 einsichtig_A uneinsichtig_A 1 0.243731408254
dAA02 empfindlich_A unempfindlich_A 3 0.158737006482
dAA02 endlich_A unendlich_A 1 0.248892203232
dAA02 entbehrlich_A unentbehrlich_A 1 0.381281081224
dAA02 entdeckt_A unentdeckt_A 0 0.296674807028
dAA02 entgeltlich_A unentgeltlich_A 1 0.644809550547
dAA02 entschieden_A unentschieden_A 1 0.171018920453
dAA02 entschlossen_A unentschlossen_A 1 0.17867882193
dAA02 entschuldbar_A unentschuldbar_A 1 0.319554175738
dAA02 entschuldigt_A unentschuldigt_A 0 0.506464124307
dAA02 entwirrbar_A unentwirrbar_A 0 0.292202121479
dAA02 erforscht_A unerforscht_A 1 0.438057325595
dAA02 erfreulich_A unerfreulich_A 1 0.22154062541
dAA02 erfüllbar_A unerfüllbar_A 1 0.526130463468
dAA02 erfüllt_A unerfüllt_A 0 0.33247584599
dAA02 ergiebig_A unergiebig_A 1 0.214021027148
dAA02 erheblich_A unerheblich_A 1 0.138790349848
dAA02 erhört_A unerhört_A 0 0.596040434182
dAA02 erkannt_A unerkannt_A 0 0.306739426193
dAA02 erklärbar_A unerklärbar_A 1 0.231420660048
dAA02 erklärlich_A unerklärlich_A 1 0.514448666734
dAA02 erlaubt_A unerlaubt_A 1 0.46111895826
dAA02 erledigt_A unerledigt_A 2 0.231303193261
dAA02 ernst_A unernst_A 2 0.0366652399467
dAA02 erreichbar_A unerreichbar_A 3 0.217071615869
dAA02 erreicht_A unerreicht_A 0 0.190764703969
dAA02 erschlossen_A unerschlossen_A 0 0.303358884951
dAA02 erschwinglich_A unerschwinglich_A 1 0.254851765655
dAA02 ersetzbar_A unersetzbar_A 1 0.362813774637
dAA02 ersprießlich_A unersprießlich_A 0 0.110220018369
dAA02 erträglich_A unerträglich_A 1 0.504477174504
dAA02 erwähnt_A unerwähnt_A 1 0.20371228727
dAA02 erwartet_A unerwartet_A 0 0.405240799116
dAA02 erwidert_A unerwidert_A 0 0.426848768148
dAA02 erwünscht_A unerwünscht_A 1 0.489563343453
dAA02 erzogen_A unerzogen_A 0 0.236443365148
dAA02 fähig_A unfähig_A 2 0.401508948429
dAA02 fair_A unfair_A 1 0.231107168491
dAA02 faßbar_A unfaßbar_A 0 0.362752131987
dAA02 faßlich_A unfaßlich_A 0 0.252294197852
dAA02 fehlbar_A unfehlbar_A 1 0.490576507132
dAA02 fein_A unfein_A 6 0.0466909080536
dAA02 fertig_A unfertig_A 2 0.112714304009
dAA02 flott_A unflott_A 1 0.0227996187998
dAA02 folgsam_A unfolgsam_A 1 0.117911578939
dAA02 förmlich_A unförmlich_A 1 0.0388568625106
dAA02 frankiert_A unfrankiert_A 0 0.101663079572
dAA02 frei_A unfrei_A 9 0.0552260683667
dAA02 freiwillig_A unfreiwillig_A 1 0.131095110309
dAA02 freundlich_A unfreundlich_A 2 0.137267386467
dAA02 fromm_A unfromm_A 1 0.0726665902388
dAA02 fruchtbar_A unfruchtbar_A 3 0.211094679555
dAA02 galant_A ungalant_A 1 0.078867812685
dAA02 gastlich_A ungastlich_A 1 0.296350795608
dAA02 geahndet_A ungeahndet_A 0 0.37375353006
dAA02 geahnt_A ungeahnt_A 0 0.690776642258
dAA02 gebändigt_A ungebändigt_A 0 0.435929172566
dAA02 gebeten_A ungebeten_A 0 0.302153217514
dAA02 gebeugt_A ungebeugt_A 0 0.13181965771
dAA02 gebildet_A ungebildet_A 1 0.213043472655
dAA02 geboren_A ungeboren_A 0 0.211057498476
dAA02 gebräuchlich_A ungebräuchlich_A 1 0.117359791377
dAA02 gebraucht_A ungebraucht_A 1 0.0912755219579
dAA02 gebremst_A ungebremst_A 0 0.406027682809
dAA02 gebrochen_A ungebrochen_A 1 0.253857825419
dAA02 gebührlich_A ungebührlich_A 0 0.336189170697
dAA02 gebunden_A ungebunden_A 1 0.230207003758
dAA02 gedeckt_A ungedeckt_A 1 0.215497483348
dAA02 gedient_A ungedient_A 0 0.287753231635
dAA02 gedruckt_A ungedruckt_A 0 0.154194258154
dAA02 geduldig_A ungeduldig_A 1 0.367796514399
dAA02 geeignet_A ungeeignet_A 1 0.175318298228
dAA02 gefährdet_A ungefährdet_A 2 0.139680525767
dAA02 gefährlich_A ungefährlich_A 2 0.150290189301
dAA02 gefällig_A ungefällig_A 2 0.0472286134448
dAA02 gefragt_A ungefragt_A 1 0.213272084741
dAA02 gehalten_A ungehalten_A 1 0.126729952141
dAA02 geheizt_A ungeheizt_A 0 0.347696351352
dAA02 gehemmt_A ungehemmt_A 1 0.432566382711
dAA02 geheuer_A ungeheuer_A 0 0.41394383893
dAA02 gehindert_A ungehindert_A 0 0.479120382821
dAA02 gehobelt_A ungehobelt_A 0 0.348597040282
dAA02 gehörig_A ungehörig_A 1 0.108420665297
dAA02 gehorsam_A ungehorsam_A 1 0.282099169286
dAA02 gehört_A ungehört_A 0 0.255154819926
dAA02 geistig_A ungeistig_A 1 0.013906332407
dAA02 gekämmt_A ungekämmt_A 0 0.382687624404
dAA02 geklärt_A ungeklärt_A 1 0.694865038825
dAA02 gekocht_A ungekocht_A 0 0.0931591335789
dAA02 gekündigt_A ungekündigt_A 0 0.267563780925
dAA02 gekünstelt_A ungekünstelt_A 1 0.276276856691
dAA02 gekürzt_A ungekürzt_A 0 0.334804798628
dAA02 geladen_A ungeladen_A 2 0.116627306027
dAA02 gelegen_A ungelegen_A 1 0.0665644292805
dAA02 gelenkig_A ungelenkig_A 1 0.117211216624
dAA02 gelernt_A ungelernt_A 0 0.24226077436
dAA02 geliebt_A ungeliebt_A 1 0.218719225371
dAA02 gelöst_A ungelöst_A 1 0.354311129907
dAA02 gemein_A ungemein_A 1 0.255425760503
dAA02 gemischt_A ungemischt_A 1 0.0534686691877
dAA02 gemütlich_A ungemütlich_A 1 0.150569454186
dAA02 genannt_A ungenannt_A 1 0.0725184089059
dAA02 genau_A ungenau_A 1 0.0733447591748
dAA02 genehmigt_A ungenehmigt_A 0 0.134561182864
dAA02 geniert_A ungeniert_A 0 0.303001271623
dAA02 genießbar_A ungenießbar_A 1 0.5454072958
dAA02 genügend_A ungenügend_A 1 0.175479172092
dAA02 genutzt_A ungenutzt_A 1 0.215649202285
dAA02 geordnet_A ungeordnet_A 1 0.223029716643
dAA02 gepflegt_A ungepflegt_A 1 0.166614869721
dAA02 geprüft_A ungeprüft_A 0 0.22992703873
dAA02 gerade_A ungerade_A 1 0.064600079222
dAA02 gerecht_A ungerecht_A 1 0.260351821667
dAA02 gerechtfertig_A ungerechtfertig_A 0 0.106638726677
dAA02 gerechtfertigt_A ungerechtfertigt_A 1 0.519772995012
dAA02 geregelt_A ungeregelt_A 1 0.155892037041
dAA02 gereimt_A ungereimt_A 0 0.270510868361
dAA02 gerührt_A ungerührt_A 0 0.337571716724
dAA02 gerupft_A ungerupft_A 0 0.0914294950884
dAA02 gesagt_A ungesagt_A 0 0.254323473217
dAA02 gesättigt_A ungesättigt_A 0 0.55373734382
dAA02 gesäuert_A ungesäuert_A 0 0.533826476925
dAA02 geschickt_A ungeschickt_A 1 0.222164238307
dAA02 geschlagen_A ungeschlagen_A 0 0.154626794098
dAA02 geschlechtlich_A ungeschlechtlich_A 1 0.0726938927982
dAA02 geschliffen_A ungeschliffen_A 1 0.188348899404
dAA02 geschmälert_A ungeschmälert_A 0 0.385916744792
dAA02 geschminkt_A ungeschminkt_A 0 0.356247010188
dAA02 geschoren_A ungeschoren_A 0 0.16928542393
dAA02 geschrieben_A ungeschrieben_A 1 0.181472458664
dAA02 geschult_A ungeschult_A 1 0.150538468096
dAA02 geschützt_A ungeschützt_A 1 0.195011823049
dAA02 gesehen_A ungesehen_A 0 0.200453527074
dAA02 gesellig_A ungesellig_A 1 0.0478156208075
dAA02 gesetzlich_A ungesetzlich_A 1 0.0478065691483
dAA02 gesichert_A ungesichert_A 0 0.144690809411
dAA02 gestaltet_A ungestaltet_A 0 0.0335189027321
dAA02 gestempelt_A ungestempelt_A 0 0.0972360663499
dAA02 gestillt_A ungestillt_A 0 0.197440973254
dAA02 gestört_A ungestört_A 1 0.297321718742
dAA02 gestraft_A ungestraft_A 0 0.474390738043
dAA02 gesund_A ungesund_A 2 0.129274779039
dAA02 geteilt_A ungeteilt_A 0 0.275486862691
dAA02 getreu_A ungetreu_A 1 0.084949298433
dAA02 getrübt_A ungetrübt_A 0 0.4753970615
dAA02 geübt_A ungeübt_A 1 0.330592854087
dAA02 gewaschen_A ungewaschen_A 0 0.297356047116
dAA02 gewiß_A ungewiß_A 0 0.13033437045
dAA02 gewöhnlich_A ungewöhnlich_A 1 0.337888225208
dAA02 gewohnt_A ungewohnt_A 1 0.346141430222
dAA02 gewollt_A ungewollt_A 1 0.309678651998
dAA02 gezählt_A ungezählt_A 0 0.448971853475
dAA02 gezähmt_A ungezähmt_A 1 0.414166621099
dAA02 gezogen_A ungezogen_A 0 0.0863436193177
dAA02 gezügelt_A ungezügelt_A 0 0.464720054436
dAA02 gezwungen_A ungezwungen_A 1 0.361002273931
dAA02 giftig_A ungiftig_A 1 0.146006094521
dAA02 glaubhaft_A unglaubhaft_A 1 0.11026168013
dAA02 gläubig_A ungläubig_A 1 0.309975290822
dAA02 glaublich_A unglaublich_A 0 0.701859263556
dAA02 glaubwürdig_A unglaubwürdig_A 2 0.341292400948
dAA02 gleich_A ungleich_A 1 0.133674865031
dAA02 gleichgewichtig_A ungleichgewichtig_A 0 0.216119292462
dAA02 gleichmäßig_A ungleichmäßig_A 1 0.157174350439
dAA02 gleichzeitig_A ungleichzeitig_A 1 0.044488893234
dAA02 glückbringend_A unglückbringend_A 1 0.0
dAA02 glücklich_A unglücklich_A 2 0.265683907694
dAA02 glückselig_A unglückselig_A 1 0.312283706107
dAA02 gnädig_A ungnädig_A 1 0.104577314139
dAA02 gültig_A ungültig_A 1 0.254675744228
dAA02 günstig_A ungünstig_A 2 0.218852708052
dAA02 gut_A ungut_A 1 0.0375066788431
dAA02 haltbar_A unhaltbar_A 1 0.387409465312
dAA02 handlich_A unhandlich_A 1 0.210596449329
dAA02 harmonisch_A unharmonisch_A 3 0.0995144357146
dAA02 heilbar_A unheilbar_A 1 0.679544422034
dAA02 heilig_A unheilig_A 1 0.0664115338381
dAA02 heilsam_A unheilsam_A 1 0.180258662795
dAA02 heimlich_A unheimlich_A 1 0.332129983713
dAA02 historisch_A unhistorisch_A 2 0.0409423940805
dAA02 höflich_A unhöflich_A 1 0.222178139817
dAA02 hörbar_A unhörbar_A 1 0.203753795694
dAA02 hygienisch_A unhygienisch_A 2 0.16006179399
dAA02 interessant_A uninteressant_A 1 0.100118716108
dAA02 interessiert_A uninteressiert_A 1 0.0595681077764
dAA02 irdisch_A unirdisch_A 1 0.0634062978361
dAA02 kameradschaftlich_A unkameradschaftlich_A 1 0.0766732047455
dAA02 kenntlich_A unkenntlich_A 1 0.261021782407
dAA02 keusch_A unkeusch_A 1 0.184649669601
dAA02 kindlich_A unkindlich_A 1 0.0301013006914
dAA02 klar_A unklar_A 5 0.162336291823
dAA02 klug_A unklug_A 1 0.147330383972
dAA02 kollegial_A unkollegial_A 1 0.108792757245
dAA02 kommentiert_A unkommentiert_A 0 0.196749782199
dAA02 kompliziert_A unkompliziert_A 2 0.268673557351
dAA02 kontrollierbar_A unkontrollierbar_A 1 0.398263744814
dAA02 kontrolliert_A unkontrolliert_A 2 0.298553023508
dAA02 konventionell_A unkonventionell_A 2 0.241163572795
dAA02 konzentriert_A unkonzentriert_A 1 0.199426654163
dAA02 körperlich_A unkörperlich_A 1 0.0282696844929
dAA02 korrekt_A unkorrekt_A 2 0.130579971091
dAA02 kritisch_A unkritisch_A 2 0.105833246417
dAA02 kultiviert_A unkultiviert_A 1 0.191333849007
dAA02 kündbar_A unkündbar_A 1 0.440512495463
dAA02 kundig_A unkundig_A 1 0.275033074143
dAA02 leidlich_A unleidlich_A 1 0.144938844227
dAA02 leserlich_A unleserlich_A 1 0.473767685959
dAA02 lieb_A unlieb_A 1 0.0155495142967
dAA02 limitiert_A unlimitiert_A 1 0.167110109328
dAA02 logisch_A unlogisch_A 1 0.161255610252
dAA02 lösbar_A unlösbar_A 1 0.612332026596
dAA02 löslich_A unlöslich_A 1 0.3608891301
dAA02 lustbetont_A unlustbetont_A 1 0.0217662593935
dAA02 lustig_A unlustig_A 2 0.0635137590446
dAA02 manierlich_A unmanierlich_A 1 0.0
dAA02 männlich_A unmännlich_A 2 0.0491443290811
dAA02 maßgeblich_A unmaßgeblich_A 1 0.0704654017271
dAA02 mäßig_A unmäßig_A 1 0.141363925138
dAA02 melodisch_A unmelodisch_A 1 0.0725470402662
dAA02 menschlich_A unmenschlich_A 2 0.11104811002
dAA02 merklich_A unmerklich_A 1 0.301512863827
dAA02 mißverständlich_A unmißverständlich_A 0 0.471602244754
dAA02 mittelbar_A unmittelbar_A 1 0.64909692951
dAA02 möbliert_A unmöbliert_A 0 0.166820487516
dAA02 modern_A unmodern_A 1 0.0423946618388
dAA02 modisch_A unmodisch_A 1 0.0857584986029
dAA02 möglich_A unmöglich_A 2 0.205342982498
dAA02 moralisch_A unmoralisch_A 1 0.134117324438
dAA02 motiviert_A unmotiviert_A 1 0.146516445303
dAA02 mündig_A unmündig_A 1 0.209934381735
dAA02 musikalisch_A unmusikalisch_A 2 0.049537930848
dAA02 mutig_A unmutig_A 1 0.0636759710936
dAA02 nachgiebig_A unnachgiebig_A 1 0.462255426392
dAA02 nachsichtig_A unnachsichtig_A 1 0.265370970453
dAA02 natürlich_A unnatürlich_A 5 0.0835648755838
dAA02 nennbar_A unnennbar_A 1 0.0
dAA02 normal_A unnormal_A 2 0.0521657599825
dAA02 nötig_A unnötig_A 1 0.264688583836
dAA02 ordentlich_A unordentlich_A 2 0.0972001910165
dAA02 organisch_A unorganisch_A 2 0.0754801821034
dAA02 organisiert_A unorganisiert_A 1 0.0990855192731
dAA02 orthodox_A unorthodox_A 2 0.097567521981
dAA02 pädagogisch_A unpädagogisch_A 1 0.0280487634355
dAA02 parteiisch_A unparteiisch_A 1 0.494922795828
dAA02 parteilich_A unparteilich_A 1 0.247761250224
dAA02 passend_A unpassend_A 2 0.183008891439
dAA02 passierbar_A unpassierbar_A 1 0.494609501918
dAA02 pathetisch_A unpathetisch_A 1 0.208559009284
dAA02 persönlich_A unpersönlich_A 2 0.0604436505803
dAA02 pfändbar_A unpfändbar_A 1 0.182877720822
dAA02 poetisch_A unpoetisch_A 2 0.0705424008264
dAA02 politisch_A unpolitisch_A 1 0.0444369950103
dAA02 populär_A unpopulär_A 1 0.178438005643
dAA02 praktisch_A unpraktisch_A 2 0.0515013874355
dAA02 prätentiös_A unprätentiös_A 1 0.408437170468
dAA02 problematisch_A unproblematisch_A 1 0.258876656197
dAA02 produktiv_A unproduktiv_A 1 0.204223300056
dAA02 proportioniert_A unproportioniert_A 1 0.202703182042
dAA02 pünktlich_A unpünktlich_A 2 0.102835727375
dAA02 qualifiziert_A unqualifiziert_A 1 0.112071480773
dAA02 rasiert_A unrasiert_A 0 0.384978933322
dAA02 rationell_A unrationell_A 1 0.0630744185327
dAA02 real_A unreal_A 1 0.0570429815707
dAA02 realistisch_A unrealistisch_A 1 0.256040725318
dAA02 recht_A unrecht_A 3 0.0701349233357
dAA02 rechtmäßig_A unrechtmäßig_A 1 0.285802978224
dAA02 rechtsmäßig_A unrechtsmäßig_A 0 0.0
dAA02 redigiert_A unredigiert_A 0 0.212245331816
dAA02 redlich_A unredlich_A 1 0.231476250371
dAA02 reflektiert_A unreflektiert_A 0 0.345776274658
dAA02 regelmäßig_A unregelmäßig_A 2 0.15074099875
dAA02 reif_A unreif_A 2 0.252169725182
dAA02 rein_A unrein_A 2 0.118772151988
dAA02 rentabel_A unrentabel_A 1 0.369554661646
dAA02 restauriert_A unrestauriert_A 0 0.0294879539788
dAA02 richtig_A unrichtig_A 2 0.0956410734025
dAA02 ruhevoll_A unruhevoll_A 0 0.147688687799
dAA02 ruhig_A unruhig_A 2 0.198371940619
dAA02 rühmlich_A unrühmlich_A 1 0.427634586845
dAA02 rund_A unrund_A 2 0.0138231683121
dAA02 sachgemäß_A unsachgemäß_A 1 0.522862533085
dAA02 sachlich_A unsachlich_A 2 0.133175076241
dAA02 sagbar_A unsagbar_A 0 0.481355620934
dAA02 sanft_A unsanft_A 1 0.157207830336
dAA02 sauber_A unsauber_A 1 0.112576383353
dAA02 schädlich_A unschädlich_A 1 0.238072774447
dAA02 scharf_A unscharf_A 7 0.159509220305
dAA02 schätzbar_A unschätzbar_A 0 0.446044452186
dAA02 scheinbar_A unscheinbar_A 1 0.226000816144
dAA02 schicklich_A unschicklich_A 1 0.322441846378
dAA02 schlagbar_A unschlagbar_A 0 0.538229221909
dAA02 schlüssig_A unschlüssig_A 1 0.16727843109
dAA02 schön_A unschön_A 1 0.0635039661299
dAA02 schuldig_A unschuldig_A 1 0.358179681899
dAA02 selbständig_A unselbständig_A 2 0.13988907079
dAA02 selig_A unselig_A 1 0.204555408481
dAA02 seriös_A unseriös_A 1 0.311785341337
dAA02 sicher_A unsicher_A 4 0.183076668452
dAA02 sichtbar_A unsichtbar_A 1 0.290522123943
dAA02 sinnig_A unsinnig_A 1 0.533452636999
dAA02 sinnlich_A unsinnlich_A 1 0.0729794703224
dAA02 sittlich_A unsittlich_A 2 0.156820285286
dAA02 solid_A unsolid_A 3 0.16378789553
dAA02 sozial_A unsozial_A 2 0.0465970641644
dAA02 spektakulär_A unspektakulär_A 2 0.229981379857
dAA02 spezifisch_A unspezifisch_A 1 0.150005376282
dAA02 sportlich_A unsportlich_A 3 0.101154843555
dAA02 stabil_A unstabil_A 3 0.0688085076965
dAA02 ständig_A unständig_A 1 0.0232772294024
dAA02 statthaft_A unstatthaft_A 1 0.211621291638
dAA02 sterblich_A unsterblich_A 1 0.388792043335
dAA02 stet_A unstet_A 1 0.210213898111
